LATd,LONd,ALTm,Hdop,HhMmSs,iHhMmSs,H1mS_m,H1ppt,P1mS_m,P1ppt,V,C,Pdeg,Rdeg,Xgal,Ygal,Zgal,XmuT,YmuT,ZmuT,ihHhMmSs,HhmS_m,Hhppt,PhmS_m,Phppt
-32.5058432,116.9662968,293,3.900000095,102914.471,150604,21.3,1.9,10.4,1.47,12.93,32.5,-1.1,3.4,19,60,1019,-20,1.8,41.9,150604,8,0.71,-0.7,-0.03
-32.5057986,116.9663126,293,3.900000095,102915.486,150605,20.8,1.89,9.9,1.34,12.93,32.5,-0.6,2.6,10,47,1032,-19.8,1.8,42,150605,7.5,0.67,-0.7,-0.04
-32.5057497,116.9663359,293,3.900000095,102916.475,150606,23.5,1.85,11.5,1.42,12.93,32.5,-0.2,3.8,2,69,1041,-19.7,2.5,41.9,150606,9.4,0.65,-0.6,-0.03
-32.5057096,116.9663531,293,3.900000095,102917.465,150607,21.7,1.68,9.2,1.4,12.92,32.5,-0.8,4.7,13,81,989,-19.7,2.4,41.8,150607,7.8,0.61,-0.8,-0.02
-32.5056682,116.9663661,293,3.900000095,102918.473,150608,18.8,1.62,6.9,1.3,12.93,32.5,-1.2,5.8,20,102,1011,-19.6,2.4,41.9,150608,6.3,0.54,-0.9,-0.02
-32.505622,116.9663852,293,3.900000095,102919.476,150609,20.3,1.71,8.2,1.39,12.92,32.5,-0.6,4.6,11,83,1037,-19.6,2.5,41.8,150609,7.1,0.62,-0.8,-0.02
-32.5055776,116.9663981,293,3.900000095,102920.471,150610,20.6,1.55,7.7,1.39,12.93,32.5,0,4.6,0,83,1034,-19.5,2.8,41.9,150610,7.1,0.59,-0.8,-0.01
-32.5055382,116.9664087,293,3.900000095,102921.48,150611,22.4,1.52,8.9,1.38,12.93,32.5,-2.2,3.3,39,59,1023,-18.9,2.2,42.2,150611,8.3,0.54,-0.8,-0.01
-32.5054977,116.9664247,292,3.900000095,102922.467,150612,23.4,1.26,9,1.36,12.93,32.5,-2.5,3.1,44,54,1014,-18.8,2.5,42,150612,9.2,0.44,-0.8,0
-32.5054573,116.9664411,292,3.900000095,102923.466,150613,25.6,1.23,10.3,1.33,12.93,32.5,-0.7,4.4,13,79,1039,-19.7,3,41.6,150613,10.8,0.35,-0.8,0
-32.5054173,116.9664478,292,3.900000095,102924.478,150614,25.6,1.11,10.2,1.34,12.93,32.5,-0.2,5.4,4,97,1041,-19.9,3.7,41.4,150614,10.7,0.29,-0.8,0.01
-32.50538,116.9664637,292,3.900000095,102925.461,150615,23.2,1.06,8.3,1.36,12.93,32.5,-0.9,6.3,16,111,1016,-20,3.5,41.5,150615,9.2,0.28,-0.9,0.01
-32.5053395,116.9664726,292,3.900000095,102926.482,150616,22.2,1.05,7.7,1.33,12.93,32.5,0.5,5.6,-8,100,1033,-20.1,3.1,41.5,150616,8.5,0.26,-0.9,0.01
-32.5053015,116.9664897,291,3.900000095,102927.468,150617,19.8,1.04,6.2,1.29,12.93,32.5,-1.5,4.8,27,87,1048,-19.5,3.6,41.5,150617,7.1,0.25,-0.9,0.01
-32.5052671,116.9665098,292,3.900000095,102928.478,150618,20.4,1.03,6.2,1.35,12.93,32.5,-1.2,5.5,22,100,1044,-19.5,3.8,41.5,150618,7.4,0.28,-0.9,0.02
-32.5052266,116.9665293,292,3.900000095,102929.464,150619,21,1.11,7.2,1.43,12.93,32.5,-0.8,4.6,14,83,1045,-19.6,3.6,41.5,150619,7.5,0.3,-0.9,0.01
-32.5051867,116.9665398,292,3.900000095,102930.471,150620,19.5,1.15,6.1,1.44,12.93,32.5,-0.7,4.3,12,78,1043,-19.6,3.2,41.6,150620,6.6,0.3,-0.9,0.01
-32.5051487,116.9665566,291,3.900000095,102931.462,150621,20.1,1.13,7.1,1.38,12.93,32.5,-0.6,3.9,10,71,1029,-19.1,3.4,41.7,150621,7.3,0.26,-0.8,0.01
-32.5051114,116.9665722,291,3.900000095,102932.482,150622,23.4,1.03,8.5,1.39,12.93,32.5,-0.7,4.3,13,75,1009,-19.4,3.6,41.5,150622,9.2,0.24,-0.8,0.02
-32.5050727,116.9665877,290,3.900000095,102933.489,150623,24.5,1,9.3,1.4,12.93,32.5,-0.4,4.2,7,75,1026,-19.3,3.6,41.6,150623,10.2,0.23,-0.8,0.02
-32.5050344,116.9666028,291,3.900000095,102934.481,150624,24.7,0.99,9.4,1.34,12.93,32.5,-0.3,5.4,6,94,999,-19.1,4.3,41.5,150624,10.1,0.21,-0.8,0.02
-32.504996,116.9666188,291,3.900000095,102935.464,150625,26.2,0.97,10.1,1.36,12.93,32.5,-0.6,5.5,11,97,1015,-19.1,4.5,41.4,150625,10.8,0.21,-0.8,0.02
-32.504956,116.9666358,291,3.900000095,102936.475,150626,31.3,0.94,14.8,1.41,12.93,32.5,-0.8,5.1,13,92,1031,-18.8,4.4,41.6,150626,14.5,0.22,-0.5,0.03
-32.5049154,116.9666521,291,3.900000095,102937.463,150627,30.6,0.93,14,1.44,12.93,32.5,-1.4,4.3,25,77,1028,-18.8,3.7,41.6,150627,13.9,0.23,-0.6,0.02
-32.5048744,116.9666673,291,3.900000095,102938.454,150628,29.9,1.02,13.1,1.39,12.93,32.5,-0.3,5.7,5,103,1035,-19.1,3.5,41.7,150628,13.3,0.24,-0.5,0.02
-32.5048346,116.966682,292,3.900000095,102939.491,150629,39.7,0.98,21,1.43,12.93,32.5,-1.3,4.5,22,79,1023,-19.3,2.7,41.7,150629,19.9,0.23,-0.2,0.02
-32.5047963,116.9666945,291,3.900000095,102940.488,150630,48,1,29.9,1.4,12.93,32.5,-2.1,4.2,37,75,1024,-19.4,2.6,41.8,150630,26.7,0.23,0.3,0.02
-32.5047712,116.9667009,291,3.752000093,102941.479,150631,44.4,1.06,26,1.39,12.93,32.5,-2.5,5.8,41,98,967,-19.7,3.5,41.6,150631,23.4,0.25,0,0.01
-32.5047215,116.9667127,290,3.900000095,102942.458,150632,27,1.13,11.6,1.27,12.92,32.5,-0.4,5.5,7,94,971,-20.2,3,41.5,150632,11.3,0.27,-0.7,0
-32.5046846,116.9667208,290,3.900000095,102943.452,150633,18,1.08,7,1.32,12.93,32.5,0.8,6.1,-14,104,979,-20.6,2.4,41.5,150633,6.5,0.26,-0.9,0.01
-32.5046474,116.9667289,290,3.900000095,102944.476,150634,16.7,1.01,6.7,1.32,12.93,32.5,0.6,5.2,-11,93,1030,-20.7,2.8,41.4,150634,5.5,0.27,-0.9,0.01
-32.5046237,116.966735,290,3.721999884,102945.467,150635,17.7,0.98,7.3,1.3,12.93,32.5,0.4,6.3,-7,111,1017,-21,2.6,41.3,150635,6.3,0.27,-0.9,0.02
-32.5045771,116.9667465,289,3.900000095,102946.479,150636,30.1,0.97,18,1.36,12.93,32.5,0,5.9,0,103,1000,-21,2,41.4,150636,15,0.23,-0.3,0.02
-32.504541,116.9667537,289,3.900000095,102947.479,150637,43.1,0.97,26.3,1.45,12.93,32.5,0.4,6,-6,107,1014,-20.7,2.5,41.4,150637,22.8,0.22,0,0.02
-32.5045046,116.9667601,289,3.900000095,102948.496,150638,44.6,1.01,25.8,1.44,12.92,32.5,0.3,4.9,-5,89,1042,-20.2,2.1,41.6,150638,23.4,0.24,-0.1,0.02
-32.5044675,116.9667671,289,3.900000095,102949.474,150639,40.8,1.04,22.2,1.39,12.93,32.5,0.4,5.1,-7,91,1020,-19.9,1.8,41.8,150639,20.5,0.25,-0.2,0.01
-32.5044299,116.9667739,289,3.900000095,102950.474,150640,36.6,1.01,19.4,1.4,12.93,32.5,0.1,6.3,-2,109,1000,-20.1,1.9,41.8,150640,17.6,0.27,-0.4,0.02
-32.504393,116.9667799,288,3.900000095,102951.491,150641,35.4,1.03,19.6,1.38,12.93,32.5,-0.2,5.2,2,86,950,-20.4,1.6,41.8,150641,16.9,0.26,-0.3,0.01
-32.5043543,116.9667866,288,3.900000095,102952.479,150642,32.9,1.06,19.5,1.44,12.93,32.5,-0.6,4.6,11,84,1044,-20.3,1.5,41.8,150642,16,0.3,-0.4,0.01
-32.5043302,116.9667909,287,3.73300004,102953.474,150643,26.9,1.1,15,1.35,12.93,32.5,-0.8,4.7,14,84,1024,-19.9,1.3,42,150643,12.1,0.31,-0.5,0.01
-32.5043049,116.9667952,287,3.385999918,102954.502,150644,29.1,1.05,17,1.35,12.93,32.5,-1.9,4.4,33,78,1011,-19.8,1.2,42.1,150644,13.2,0.31,-0.4,0.01
-32.5042473,116.9668061,287,3.900000095,102955.462,150645,28.1,0.95,14.8,1.31,12.93,32.5,-0.8,5.2,14,94,1031,-19.8,1.8,41.9,150645,12.5,0.24,-0.6,0.02
-32.504223,116.9668117,286,3.744999886,102956.45,150646,22.5,0.97,12,1.32,12.93,32.5,-0.3,5.8,4,106,1040,-19.9,1.6,41.9,150646,10.1,0.22,-0.7,0.01
-32.5041986,116.9668167,286,3.344000101,102957.458,150647,19.8,0.96,10.1,1.27,12.93,32.5,-1.5,4.2,26,76,1031,-20.2,0.9,41.9,150647,8.5,0.21,-0.7,0.01
-32.5041721,116.9668219,285,3.226000071,102958.46,150648,16.8,0.94,8.7,1.2,12.93,32.5,-2.5,5.1,44,93,1041,-19.6,1.6,42,150648,6.7,0.21,-0.8,0.01
-32.504145,116.9668273,285,3.194000006,102959.466,150649,10.9,1.09,0.1,1.52,12.93,32.5,-1.4,5.7,25,102,1026,-20.1,1.7,41.8,150649,-35.7,0.54,-3.1,0.03
-32.5041191,116.9668325,285,3.086999893,103000.606,150650,11.8,0.83,6.1,1.11,12.93,32.5,-0.9,5,16,91,1039,-20.6,1.2,41.8,150650,3.6,0.19,-0.9,0.01
-32.5040927,116.9668375,284,3.061000109,103001.48,150651,12,0.88,6.3,1.23,12.93,32.5,-2.2,4.3,41,79,1044,-19.9,1,42.1,150651,3.8,0.23,-0.9,0.02
-32.5040654,116.9668422,283,3.118999958,103002.472,150652,13.5,0.97,7.1,1.34,12.93,32.5,-2.8,4.5,50,82,1047,-19,1.4,42.3,150652,4.6,0.24,-0.9,0.02
-32.5040391,116.9668457,283,3.082000017,103003.519,150653,16.8,1,9.2,1.3,12.92,32.5,-0.1,4.6,1,84,1046,-20.1,1.1,42,150653,6.4,0.27,-0.8,0.01
-32.5040122,116.9668476,283,3.111000061,103004.574,150654,18.8,1.03,10.7,1.34,12.93,32.5,-0.8,4.6,13,79,996,-20.4,1.2,41.9,150654,7.5,0.29,-0.7,0.01
-32.5039852,116.9668465,284,3.147000074,103005.549,150655,19.2,0.99,10.8,1.36,12.93,32.5,0,6.1,0,108,1020,-20.7,-0.4,42,150655,7.8,0.26,-0.7,0.02
-32.5039675,116.9668445,283,3,103006.489,150656,19.2,1.05,11.1,1.43,12.93,32.5,-0.1,6.9,1,126,1040,-20.6,-2.3,42.3,150656,7.9,0.31,-0.6,0.01
-32.5039461,116.9668367,283,3,103007.471,150657,21.7,1.14,13.2,1.44,12.92,32.5,-0.8,8.1,14,146,1037,-20.1,-5.6,42.6,150657,9.4,0.33,-0.5,0.01
-32.5039275,116.9668112,285,3.164999962,103008.472,150658,23.4,1.17,14.4,1.48,12.92,32.5,0.3,10.1,-5,184,1034,-17.5,-10.5,42.9,150658,9.2,0.39,-0.4,0.01
-32.5039203,116.9667838,286,3.065000057,103009.461,150659,26.4,1.18,16,1.47,12.93,32.5,2.9,11.2,-54,203,1032,-11.4,-15.7,43.3,150659,11.1,0.4,-0.4,0.01
-32.5039243,116.9667562,286,3.025000095,103010.465,150700,30,1.1,18.9,1.47,12.93,32.5,5,13.4,-90,242,1016,-2.4,-18.4,43,150700,14.2,0.41,-0.3,0.02
-32.5039469,116.9667359,285,3,103011.501,150701,33.5,1.08,22.2,1.46,12.93,32.5,6.4,12.9,-118,235,1029,6.7,-15.3,43,150701,17.8,0.35,0,0.02
-32.5039743,116.9667238,286,3,103012.462,150702,33.7,1.08,19.8,1.4,12.93,32.5,6.9,13.5,-127,247,1031,13.2,-10.1,42.4,150702,16.9,0.28,-0.3,0.01
-32.5040064,116.9667105,286,3.065000057,103013.474,150703,30.1,1.16,16.7,1.31,12.93,32.5,4.8,7.3,-88,133,1046,15.2,-7.2,42,150703,15,0.25,-0.4,0
-32.5040456,116.9667035,286,3.055000067,103014.452,150704,29.5,1.14,18.2,1.33,12.93,32.5,3.8,0.2,-66,3,1016,15.4,-6.5,42,150704,15.2,0.22,-0.3,0
-32.5040841,116.9666978,287,3.042999983,103015.45,150705,24.7,0.85,13.5,1.14,12.93,32.5,3.4,2,-63,37,1055,15.4,-5.7,42.1,150705,11.6,0.2,-0.6,0.01
-32.5041192,116.9666933,287,3,103016.481,150706,26.8,0.98,16,1.27,12.93,32.5,3.3,1.6,-61,29,1049,14.7,-6.7,42.2,150706,13.1,0.23,-0.5,0.01
-32.5041563,116.9666851,287,3.020999908,103017.491,150707,27.3,0.95,17.2,1.17,12.93,32.5,3.1,1.9,-56,34,1050,14.9,-7.2,42.2,150707,13.5,0.2,-0.4,0.01
-32.504189,116.9666772,288,3,103018.463,150708,24.1,0.84,15.3,1.16,12.93,32.5,2.7,2.4,-49,43,1042,14.7,-7.4,42.2,150708,12.1,0.22,-0.5,0.01
-32.5042194,116.9666713,287,3,103019.472,150709,24.9,0.92,16.5,1.2,12.93,32.5,2.8,1.9,-50,34,1043,14.5,-8.3,42.3,150709,12.4,0.24,-0.4,0.01
-32.5042478,116.9666665,287,3,103020.472,150710,26.6,0.98,15.4,1.29,12.93,32.5,2.6,2.5,-46,44,1010,14.6,-8.2,42.2,150710,11.8,0.25,-0.5,0.01
-32.5042784,116.966652,287,3,103021.529,150711,25.8,1.05,14.3,1.36,12.93,32.5,3.4,2.9,-61,52,1025,14.6,-7.7,42.2,150711,11.2,0.26,-0.6,0.01
-32.5043137,116.9666419,287,3,103022.482,150712,23.8,1.1,11.8,1.36,12.93,32.5,3.5,3,-61,52,993,14.7,-8.3,42.2,150712,9.5,0.29,-0.7,0.01
-32.5043506,116.9666243,287,3.148999929,103023.475,150713,23.9,1.19,12.7,1.3,12.93,32.5,3.1,2.4,-57,43,1054,14.7,-8.3,42.2,150713,9.6,0.3,-0.6,0
-32.5044213,116.9665857,287,3.900000095,103024.474,150714,26.5,1.08,14.9,1.36,12.93,32.5,2.9,3.5,-52,62,1041,14.9,-7.4,42.2,150714,11.4,0.3,-0.5,0.01
-32.5044572,116.9665733,287,3.900000095,103025.493,150715,29.4,1.05,16.9,1.34,12.93,32.5,3.4,3.2,-62,58,1043,14.8,-7.6,42.4,150715,13.5,0.31,-0.4,0.01
-32.5044928,116.9665596,287,3.900000095,103026.471,150716,32.2,1.11,17.9,1.22,12.93,32.5,3.3,3,-58,52,1017,14.7,-7.5,42.5,150716,15.2,0.25,-0.4,0
-32.5045288,116.966545,288,3.900000095,103027.474,150717,34.6,1.02,19.7,1.36,12.93,32.5,3.7,2.8,-63,48,992,14.5,-7.8,42.4,150717,16.6,0.25,-0.3,0.01
-32.5045663,116.966529,288,3.900000095,103028.463,150718,40.3,1.07,24,1.42,12.93,32.5,3.8,3.3,-65,56,979,14.6,-7.7,42.3,150718,20.8,0.27,-0.1,0.01
-32.5046052,116.9665141,287,3.900000095,103029.473,150719,46.9,1.07,29.7,1.39,12.93,32.5,3.5,1.8,-60,32,1002,14.7,-8.5,42.1,150719,25.3,0.26,0.2,0.01
-32.504645,116.9665017,287,3.900000095,103030.48,150720,41.4,1.01,22.9,1.34,12.93,32.5,2.9,1.8,-53,32,1048,14.6,-9.2,42,150720,21.2,0.25,-0.2,0.02
-32.5046858,116.9664886,286,3.900000095,103031.479,150721,38.4,1.01,20.3,1.32,12.93,32.5,2.6,2,-47,35,1034,15,-8.9,41.9,150721,19,0.22,-0.3,0.02
-32.5047261,116.9664761,286,3.900000095,103032.457,150722,37.3,1.02,18.5,1.32,12.93,32.5,2.6,2.2,-46,39,1012,14.8,-8.3,41.9,150722,18.1,0.21,-0.4,0.01
-32.504766,116.9664646,287,3.900000095,103033.469,150723,36.2,1.05,16.4,1.33,12.93,32.5,1.9,2.9,-34,51,1032,15.2,-8.1,41.9,150723,16.5,0.25,-0.5,0.01
-32.5048059,116.966452,287,3.900000095,103034.487,150724,32.3,1.02,13.1,1.39,12.93,32.5,1.7,1.8,-29,32,1008,15.5,-8.3,41.7,150724,14.1,0.26,-0.7,0.02
-32.5048443,116.96644,287,3.900000095,103035.477,150725,31.5,0.98,13.2,1.45,12.92,32.5,1.6,2.3,-27,39,991,15.5,-8,41.7,150725,13.7,0.26,-0.7,0.02
-32.504882,116.9664278,287,3.900000095,103036.466,150726,24.9,0.98,8.5,1.34,12.93,32.5,1.8,2.3,-33,41,1052,15.6,-8.2,41.7,150726,9.6,0.26,-0.9,0.02
-32.5049213,116.9664165,286,3.900000095,103037.487,150727,23,0.97,7.2,1.31,12.93,32.5,2.5,1.8,-45,32,1024,15.4,-8.2,41.8,150727,8.4,0.24,-0.9,0.02
-32.5049616,116.9664054,286,3.900000095,103038.469,150728,25.9,1.02,9.8,1.25,12.93,32.5,2.9,2,-51,37,1037,15,-8.2,41.9,150728,10.3,0.23,-0.8,0.01
-32.5050018,116.9663938,286,3.900000095,103039.468,150729,30.9,1.1,13.6,1.4,12.93,32.5,2.5,2.4,-45,43,1028,15,-8.4,41.9,150729,13.8,0.25,-0.6,0.01
-32.5050427,116.9663822,286,3.900000095,103040.469,150730,31.2,1.11,13.4,1.38,12.93,32.5,2.9,1.4,-51,24,1015,14.8,-8.6,42,150730,13.8,0.25,-0.6,0.01
-32.5050845,116.9663697,286,3.900000095,103041.463,150731,30.8,1.11,13.2,1.39,12.93,32.5,2.4,2.8,-42,49,1014,15,-8.5,41.9,150731,13.5,0.26,-0.6,0.01
-32.5051263,116.9663568,286,3.900000095,103042.474,150732,31.9,1.08,14.6,1.39,12.93,32.5,2.7,2.8,-48,51,1039,15.1,-8.1,41.9,150732,14.8,0.26,-0.5,0.01
-32.5051676,116.9663434,287,3.900000095,103043.488,150733,32.8,1.1,15.1,1.4,12.93,32.5,2.8,2.8,-50,51,1046,14.9,-8,42,150733,15.4,0.29,-0.5,0.01
-32.5052071,116.9663294,287,3.900000095,103044.452,150734,33.8,1.07,17.4,1.47,12.93,32.5,3.6,2.8,-63,49,1007,14.5,-8.2,42.1,150734,16.5,0.3,-0.4,0.02
-32.5052474,116.9663172,286,3.900000095,103045.472,150735,30.9,1.09,14.3,1.43,12.93,32.5,3.2,2.3,-58,40,1034,14.7,-8.3,42,150735,14.2,0.28,-0.6,0.02
-32.5052919,116.9663015,287,3.900000095,103046.471,150736,30.5,1.14,12.6,1.42,12.93,32.5,3.1,2.9,-51,49,965,14.6,-8.1,42,150736,13.4,0.3,-0.7,0.01
-32.5053348,116.9662788,287,3.900000095,103047.538,150737,32.9,1.14,13.7,1.39,12.93,32.5,3.2,2.7,-57,48,1033,14.6,-8,42.1,150737,14.3,0.29,-0.6,0.01
-32.5053835,116.9662677,286,3.900000095,103048.473,150738,36.4,1.15,16.2,1.42,12.93,32.5,3,3.1,-53,56,1030,14.9,-8.1,42,150738,16.9,0.31,-0.5,0.01
-32.5054221,116.9662516,286,3.900000095,103049.462,150739,35,1.17,14.8,1.39,12.93,32.5,3,2.5,-53,44,1026,14.9,-8.1,42,150739,15.6,0.29,-0.6,0.01
-32.5054694,116.9662413,286,3.900000095,103050.475,150740,31.7,1.17,11.5,1.34,12.93,32.5,3,2.4,-53,42,1026,14.8,-8,42,150740,13,0.28,-0.7,0.01
-32.5055084,116.9662248,286,3.900000095,103051.494,150741,32.6,1.15,11.7,1.29,12.93,32.5,2.9,2.1,-51,36,994,14.7,-8.3,42.1,150741,13.3,0.26,-0.7,0.01
-32.5055528,116.9662065,286,3.900000095,103052.469,150742,32.5,1.17,12,1.32,12.93,32.5,2.6,3.3,-40,50,877,15,-7.8,42,150742,13.8,0.25,-0.7,0
-32.5055944,116.9661926,286,3.900000095,103053.468,150743,32.8,1.25,12,1.35,12.93,32.5,3.2,1.9,-57,33,1012,14.6,-8.6,42.1,150743,13.7,0.33,-0.7,0
-32.5056437,116.9661754,286,3.900000095,103054.494,150744,33.1,1.31,13.1,1.4,12.93,32.5,3.9,2.8,-68,49,998,14.9,-8.4,42.1,150744,14.1,0.37,-0.6,0
-32.5056876,116.9661575,287,3.900000095,103055.476,150745,31.9,1.3,12.5,1.43,12.93,32.5,3.3,2.6,-54,43,940,15.1,-8.4,41.9,150745,13.5,0.39,-0.7,0
-32.5057357,116.9661394,287,3.900000095,103056.466,150746,31.2,1.31,12,1.41,12.92,32.5,3.2,2.2,-55,37,996,14.8,-8.9,42.1,150746,13.2,0.4,-0.7,0
-32.5057795,116.9661231,288,3.900000095,103057.497,150747,31.9,1.34,13.5,1.28,12.93,32.5,2.7,1.5,-50,27,1041,14.7,-9,42.1,150747,14.1,0.37,-0.6,-0.01
-32.5058222,116.9661059,288,3.900000095,103058.478,150748,29.8,1.37,12.3,1.28,12.93,32.5,2.5,1.9,-46,34,1053,14.7,-9,42.1,150748,13.2,0.37,-0.6,-0.01
-32.5058728,116.966093,289,3.900000095,103059.474,150749,29.1,1.36,13.3,1.32,12.93,32.5,2.9,2,-51,36,1035,14.7,-8.9,42.1,150749,13.5,0.38,-0.6,-0.01
-32.5059162,116.9660847,290,3.900000095,103100.455,150750,25.5,1.48,11.7,1.41,12.93,32.5,2.7,1,-49,18,1036,14.7,-9.2,42.1,150750,11.2,0.46,-0.6,-0.01
-32.5059597,116.9660774,289,3.900000095,103101.475,150751,23,1.58,10.9,1.47,12.93,32.5,2.4,1.1,-42,18,1010,14.9,-9.3,42,150751,9.9,0.52,-0.6,-0.01
-32.5060032,116.9660612,290,3.900000095,103102.502,150752,21.7,1.53,10.5,1.47,12.93,32.5,2.3,1.6,-42,28,1035,14.6,-9.1,42.1,150752,8.5,0.55,-0.7,-0.01
-32.5060448,116.9660437,290,3.900000095,103103.476,150753,20.2,1.71,10.5,1.51,12.93,32.5,2.5,2.4,-44,42,1042,14.6,-8.5,42.2,150753,8,0.64,-0.7,-0.02
-32.5060825,116.9660308,291,3.900000095,103104.474,150754,21.4,1.87,11.5,1.51,12.93,32.5,2.7,3.3,-46,58,1001,14.6,-7.7,42.2,150754,9.2,0.7,-0.6,-0.03
-32.5061257,116.9660137,291,3.900000095,103105.455,150755,20.8,1.72,10.9,1.52,12.93,32.5,3.2,3,-56,53,1012,14.6,-8.1,42.2,150755,8.5,0.69,-0.7,-0.02
-32.5061689,116.9659983,291,3.900000095,103106.475,150756,23.3,1.73,13.6,1.34,12.92,32.5,3.4,2.6,-60,46,1004,14.5,-7.9,42.3,150756,10.6,0.58,-0.5,-0.03
-32.506219,116.9659796,290,3.900000095,103107.492,150757,22.1,1.75,10.7,1.22,12.93,32.5,3.9,2.3,-70,42,1047,14.5,-7.8,42.2,150757,8.8,0.53,-0.7,-0.03
-32.5062627,116.9659662,289,3.900000095,103108.473,150758,19.7,1.66,8.1,1.26,12.93,32.5,2.8,3,-48,52,987,14.9,-7.9,42.1,150758,7.1,0.52,-0.8,-0.03
-32.506312,116.965956,289,3.900000095,103109.467,150759,18.3,1.71,7.7,1.14,12.93,32.5,2.9,2.3,-52,41,1030,14.8,-7.9,42.2,150759,6.5,0.51,-0.8,-0.04
-32.5063582,116.9659418,289,3.900000095,103110.525,150800,18,1.68,8,1.32,12.92,32.5,2.9,2.9,-51,52,1024,14.9,-7.5,42.2,150800,6.4,0.53,-0.8,-0.03
-32.5064047,116.9659256,290,3.900000095,103111.523,150801,19.9,1.74,9.7,1.46,12.93,32.5,2.5,3.3,-44,57,1012,15.1,-7.1,42.2,150801,7.4,0.6,-0.7,-0.03
-32.5064525,116.9659202,290,3.900000095,103112.554,150802,20.2,1.87,10.3,1.42,12.93,32.5,3.2,3.5,-57,62,1027,14.7,-7.2,42.3,150802,8.1,0.64,-0.7,-0.04
-32.5064955,116.9659054,290,3.900000095,103113.524,150803,20.8,1.68,10.6,1.39,12.93,32.5,3,2.4,-54,44,1051,14.8,-7.9,42.2,150803,8.3,0.6,-0.7,-0.02
-32.5065454,116.9658949,289,3.900000095,103114.573,150804,21.7,1.57,11.4,1.49,12.93,32.5,2.7,2.9,-49,53,1043,14.9,-7.5,42.2,150804,9,0.53,-0.6,-0.01
-32.5065875,116.9658803,290,3.900000095,103115.484,150805,27.7,1.49,14.8,1.45,12.93,32.5,3.1,2.8,-55,49,1025,15,-7.4,42.1,150805,12.6,0.48,-0.5,-0.01
-32.5066329,116.9658708,291,3.900000095,103116.473,150806,33.8,1.38,19.6,1.49,12.93,32.5,2.4,2.6,-43,47,1042,15.2,-7.6,42,150806,16.9,0.46,-0.3,0
-32.5066778,116.965861,291,3.900000095,103117.472,150807,31.1,1.33,16.7,1.41,12.93,32.5,2.9,2.9,-49,49,980,14.8,-7.4,42.1,150807,15,0.41,-0.4,0
-32.5067191,116.9658497,291,3.900000095,103118.457,150808,29.5,1.38,15.7,1.43,12.93,32.5,2.5,2.5,-45,44,1034,15,-7.7,42.1,150808,13.7,0.39,-0.5,-0.01
-32.5067594,116.9658377,291,3.900000095,103119.461,150809,25.8,1.36,12.3,1.34,12.93,32.5,2.2,2.7,-41,49,1046,15.1,-7.8,42.1,150809,11.5,0.38,-0.6,-0.01
-32.5068064,116.9658249,291,3.900000095,103120.461,150810,29.6,1.21,16.2,1.38,12.93,32.5,2,2.7,-36,48,1052,15.2,-7.8,42,150810,14.2,0.38,-0.4,0
-32.5068502,116.9658187,291,3.900000095,103121.452,150811,27.2,1.17,14.7,1.53,12.93,32.5,2.8,2.8,-50,51,1044,15,-7.5,42.1,150811,12.8,0.41,-0.5,0.01
-32.5068892,116.9658057,291,3.900000095,103122.473,150812,27,1.28,14.7,1.49,12.93,32.5,2.5,3,-45,55,1049,15.1,-7.5,42,150812,12.9,0.4,-0.5,0
-32.5069332,116.9657969,291,3.900000095,103123.466,150813,33.4,1.16,18.8,1.47,12.93,32.5,2.8,3.1,-50,55,1029,15,-7.6,42,150813,16.4,0.41,-0.4,0.01
-32.5069804,116.9657831,291,3.900000095,103124.469,150814,20.4,1.19,10.2,1.45,12.93,32.5,2.4,1.3,-42,23,1008,15.1,-9.1,41.9,150814,9.2,0.36,-0.7,0.01
-32.5070248,116.9657712,291,3.900000095,103125.476,150815,16.3,1.17,8.8,1.46,12.93,32.5,1.8,1.4,-32,25,1050,15.4,-9,41.8,150815,6.9,0.34,-0.8,0.01
-32.5070701,116.965763,292,3.900000095,103126.467,150816,19.6,1.13,11.5,1.42,12.93,32.5,2,1.2,-35,21,1048,15.2,-9.4,41.9,150816,9.2,0.34,-0.6,0.01
-32.5071118,116.9657526,292,3.900000095,103127.437,150817,22.3,1.31,14.4,1.4,12.93,32.5,2.1,1.6,-39,28,1052,15.4,-8.7,41.8,150817,11.3,0.38,-0.5,0
-32.5071585,116.9657408,292,3.900000095,103128.467,150818,22,1.41,13.2,1.44,12.93,32.5,2,2.3,-37,41,1047,15.4,-7.9,41.8,150818,10.3,0.44,-0.5,-0.01
-32.5072038,116.9657216,291,3.900000095,103129.463,150819,21,1.47,12.8,1.39,12.93,32.5,2.7,0.7,-49,11,1039,15.2,-9,41.8,150819,10,0.42,-0.5,-0.02
-32.5072462,116.9657054,291,3.900000095,103130.476,150820,24.1,1.43,14.8,1.45,12.93,32.5,2.5,1.2,-45,21,1043,15.3,-9.1,41.8,150820,11.6,0.46,-0.5,-0.01
-32.5072876,116.9656879,291,3.900000095,103131.452,150821,27.7,1.27,17.2,1.48,12.93,32.5,2.2,0.9,-39,16,1035,15.5,-8.7,41.8,150821,13.8,0.42,-0.4,0.01
-32.5073329,116.9656829,291,3.900000095,103132.459,150822,20.7,1.2,10.4,1.43,12.93,32.5,2.4,1.2,-43,22,1038,15.5,-8.5,41.7,150822,8.5,0.37,-0.7,0.01
